,info,habs,m2,floor,price,elevator,exterior,neigh,type
937,"Piso en calle de Sòcrates, Sant Andreu, Barcelona",3,72.0,3.0,228000,True,True,Sant Andreu,Piso
938,"Ático en via augusta, Sant Gervasi - Galvany, Barcelona",3,230.0,8.0,1980000,True,True,Sant Gervasi - Galvany,Ático
939,"Piso en Sants, Barcelona",2,103.0,,240000,False,False,Sants,Piso
940,"Piso en El Fort Pienc, Barcelona",4,98.0,3.0,430000,True,True,El Fort Pienc,Piso
941,"Piso en La Barceloneta, Barcelona",2,83.0,,390000,True,False,La Barceloneta,Piso
942,"Ático en calle de Piquer, El Poble Sec - Parc de Montjuïc, Barcelona",1,50.0,4.0,250000,True,True,El Poble Sec - Parc de Montjuïc,Ático
943,"Piso en calle del Taulat, El Poblenou, Barcelona",2,60.0,1.0,259999,False,False,El Poblenou,Piso
944,"Piso en calle de Bertran, El Putxet i el Farró, Barcelona",3,180.0,1.0,885000,True,True,El Putxet i el Farró,Piso
945,"Piso en calle de Piquer, El Poble Sec - Parc de Montjuïc, Barcelona",3,68.0,5.0,220000,True,True,El Poble Sec - Parc de Montjuïc,Piso
946,"Ático en calle d'Entença, Sant Antoni, Barcelona",2,90.0,8.0,590000,True,True,Sant Antoni,Ático
947,"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",3,105.0,5.0,435000,True,False,La Dreta de l'Eixample,Piso
948,"Chalet adosado en calle de Pere Blai, El Besòs, Barcelona",2,81.0,,225000,False,False,El Besòs,Chalet
949,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",3,122.0,1.0,720000,True,False,L'Antiga Esquerra de l'Eixample,Piso
950,"Piso en Sant Gervasi - Galvany, Barcelona",5,397.0,5.0,2250000,True,False,Sant Gervasi - Galvany,Piso
951,"Piso en Sants, Barcelona",3,92.0,3.0,269000,True,True,Sants,Piso
952,"Piso en La Dreta de l'Eixample, Barcelona",3,169.0,,1600000,False,False,La Dreta de l'Eixample,Piso
953,"Piso en Sant Gervasi - La Bonanova, Barcelona",4,156.0,3.0,1090000,True,False,Sant Gervasi - La Bonanova,Piso
954,"Piso en La Nova Esquerra de l'Eixample, Barcelona",2,88.0,5.0,479000,True,False,La Nova Esquerra de l'Eixample,Piso
955,"Piso en El Putxet i el Farró, Barcelona",5,132.0,3.0,510000,True,False,El Putxet i el Farró,Piso
956,"Piso en El Gòtic, Barcelona",2,92.0,,392000,False,True,El Gòtic,Piso
957,"Piso en La Dreta de l'Eixample, Barcelona",3,169.0,,950000,True,False,La Dreta de l'Eixample,Piso
958,"Ático en La Dreta de l'Eixample, Barcelona",4,279.0,,2950000,True,False,La Dreta de l'Eixample,Ático
959,"Piso en La Nova Esquerra de l'Eixample, Barcelona",4,99.0,4.0,359300,True,True,La Nova Esquerra de l'Eixample,Piso
960,"Piso en La Dreta de l'Eixample, Barcelona",5,246.0,,1950000,True,False,La Dreta de l'Eixample,Piso
961,"Piso en La Dreta de l'Eixample, Barcelona",5,207.0,,1395000,True,False,La Dreta de l'Eixample,Piso
962,"Piso en La Nova Esquerra de l'Eixample, Barcelona",2,94.0,,315000,False,False,La Nova Esquerra de l'Eixample,Piso
963,"Casa o chalet independiente en Sarrià, Barcelona",4,201.0,,1590000,False,False,Sarrià,Casa
964,"Piso en avenida de Josep Tarradellas, La Nova Esquerra de l'Eixample, Barcelona",3,87.0,1.0,360000,True,True,La Nova Esquerra de l'Eixample,Piso
965,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona",3,78.0,,315000,True,False,El Poble Sec - Parc de Montjuïc,Piso
966,"Piso en avenida del Paral·lel, Sant Antoni, Barcelona",4,84.0,2.0,309000,True,True,Sant Antoni,Piso
967,"Piso en Torrent de les Flors, Vila de Gràcia, Barcelona",2,75.0,2.0,365000,True,True,Vila de Gràcia,Piso
968,"Piso en calle del Beat Almató, s/n, El Coll, Barcelona",2,64.0,1.0,239000,True,True,El Coll,Piso
969,"Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona",3,125.0,5.0,690000,True,True,L'Antiga Esquerra de l'Eixample,Piso
970,"Piso en calle de la Diputació, L'Antiga Esquerra de l'Eixample, Barcelona",6,166.0,,675000,True,False,L'Antiga Esquerra de l'Eixample,Piso
971,"Piso en calle de Frederic Mompou, La Vila Olímpica del Poblenou, Barcelona",3,130.0,,695000,True,True,La Vila Olímpica del Poblenou,Piso
972,"Piso en calle del Carme, El Raval, Barcelona",5,110.0,4.0,358000,True,True,El Raval,Piso
973,"Piso en calle de l'Arc de Sant Ramon del Call, El Gòtic, Barcelona",3,115.0,1.0,380000,False,False,El Gòtic,Piso
974,"Ático en calle Paris, 210, L'Antiga Esquerra de l'Eixample, Barcelona",3,105.0,5.0,1269000,True,True,L'Antiga Esquerra de l'Eixample,Ático
975,"Piso en calle Paris, 210, L'Antiga Esquerra de l'Eixample, Barcelona",3,105.0,1.0,1075000,True,True,L'Antiga Esquerra de l'Eixample,Piso
976,"Piso en calle Paris, 210, L'Antiga Esquerra de l'Eixample, Barcelona",4,210.0,1.0,1879000,True,True,L'Antiga Esquerra de l'Eixample,Piso
977,"Ático en avenida Diagonal, Sant Gervasi - Galvany, Barcelona",4,185.0,9.0,1100000,True,True,Sant Gervasi - Galvany,Ático
978,"Piso en avenida de la Riera de Cassoles, Vila de Gràcia, Barcelona",5,139.0,1.0,495000,True,False,Vila de Gràcia,Piso
979,"Piso en calle de València, La Nova Esquerra de l'Eixample, Barcelona",3,85.0,6.0,380000,True,False,La Nova Esquerra de l'Eixample,Piso
980,"Ático en calle de Calàbria, Sant Antoni, Barcelona",4,155.0,6.0,695000,True,True,Sant Antoni,Ático
981,"Ático en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2,101.0,7.0,780000,True,True,La Dreta de l'Eixample,Ático
982,"Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona",5,150.0,3.0,545000,True,True,La Dreta de l'Eixample,Piso
983,"Piso en paseo de Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",3,156.0,10.0,1050000,True,True,Diagonal Mar i el Front Marítim del Poblenou,Piso
984,"Piso en calle de Pelai, La Dreta de l'Eixample, Barcelona",4,174.0,3.0,850000,True,True,La Dreta de l'Eixample,Piso
985,"Chalet en calle de la Marina, La Sagrada Família, Barcelona",5,585.0,,1950000,False,False,La Sagrada Família,Chalet
986,"Ático en via Augusta, s/n, Les Tres Torres, Barcelona",4,181.0,,995000,True,False,Les Tres Torres,Ático
987,"Piso en calle de Sors, s/n, Vila de Gràcia, Barcelona",3,99.0,2.0,449000,True,True,Vila de Gràcia,Piso
988,"Piso en VIRGILI, Sant Andreu, Barcelona",3,88.0,7.0,445000,True,True,Sant Andreu,Piso
989,"Ático en calle de la Mare de Déu dels Angels, La Teixonera, Barcelona",3,115.0,2.0,449000,False,False,La Teixonera,Ático
990,"Piso en calle de Villarroel, L'Antiga Esquerra de l'Eixample, Barcelona",2,60.0,2.0,270000,True,False,L'Antiga Esquerra de l'Eixample,Piso
991,"Chalet adosado en El Poblenou, Barcelona",3,200.0,,1050000,False,False,El Poblenou,Chalet
992,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",3,144.0,,985000,True,False,Diagonal Mar i el Front Marítim del Poblenou,Piso
993,"Ático en calle de la Mare de Déu dels Reis, Vallcarca i els Penitents, Barcelona",3,140.0,3.0,595000,True,True,Vallcarca i els Penitents,Ático
994,"Piso en calle de Muntaner, Barcelona, Sant Gervasi - Galvany, Barcelona",5,332.0,5.0,1395000,True,True,Sant Gervasi - Galvany,Piso
995,"Piso en calle de Rubió i Ors, 8, El Guinardó, Barcelona",4,86.0,1.0,259500,False,False,El Guinardó,Piso
996,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",5,164.0,,695000,True,False,L'Antiga Esquerra de l'Eixample,Piso
997,"Piso en calle del Clot, El Clot, Barcelona",2,75.0,3.0,239000,True,True,El Clot,Piso
998,"Piso en El Camp d'En Grassot i Gràcia Nova, Barcelona",3,189.0,,1140000,True,False,El Camp d'En Grassot i Gràcia Nova,Piso
999,"Piso en calle Mossèn Quintí Mallofré, 37, Sant Andreu, Barcelona",3,75.0,,205000,True,True,Sant Andreu,Piso
1000,"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",4,100.0,,460000,True,True,La Dreta de l'Eixample,Piso
1001,"Piso en calle del Cardener, s/n, La Salut, Barcelona",2,104.0,,359000,False,False,La Salut,Piso
1002,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",3,155.0,,665000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1003,"Piso en calle de Roger de Llúria, Barcelona, La Dreta de l'Eixample, Barcelona",4,138.0,2.0,595000,True,True,La Dreta de l'Eixample,Piso
1004,"Piso en calle de Musitu, 18, El Putxet i el Farró, Barcelona",5,147.0,,515000,True,False,El Putxet i el Farró,Piso
1005,"Dúplex en calle del Repartidor, La Salut, Barcelona",2,94.0,,285000,True,False,La Salut,Dúplex
1006,"Piso en calle d'Entença, 20, Sant Antoni, Barcelona",3,95.0,6.0,360000,True,True,Sant Antoni,Piso
1007,"Casa o chalet independiente en Sarrià, Barcelona",5,554.0,,2975000,False,False,Sarrià,Casa
1008,"Ático en Les Corts, Barcelona",5,244.0,8.0,1420000,True,False,Les Corts,Ático
1009,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",4,171.0,4.0,690000,True,False,L'Antiga Esquerra de l'Eixample,Piso
1010,"Piso en Selva de Mar, Sant Martí de Provençals, Barcelona",3,67.0,5.0,169000,True,True,Sant Martí de Provençals,Piso
1011,"Piso en calle Monistrol, s/n, Vila de Gràcia, Barcelona",2,65.0,,349500,True,False,Vila de Gràcia,Piso
1012,"Piso en Gran Via de les Corts Catalanes, 567, L'Antiga Esquerra de l'Eixample, Barcelona",6,133.0,2.0,720000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1013,"Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona",4,152.0,3.0,660000,True,True,La Dreta de l'Eixample,Piso
1014,"Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona",3,89.0,4.0,400000,True,True,La Dreta de l'Eixample,Piso
1015,"Piso en ronda Sant Antoni, El Raval, Barcelona",2,62.0,1.0,195000,True,True,El Raval,Piso
1016,"Piso en calle Mallorca, El Camp de l'Arpa del Clot, Barcelona",3,99.0,4.0,340000,True,True,El Camp de l'Arpa del Clot,Piso
1017,"Piso en calle de Bailèn, La Dreta de l'Eixample, Barcelona",4,123.0,1.0,595000,True,True,La Dreta de l'Eixample,Piso
1018,"Piso en calle de Gelabert, Les Corts, Barcelona",2,81.0,,280000,False,False,Les Corts,Piso
1019,"Piso en La Dreta de l'Eixample, Barcelona",3,158.0,,998000,True,False,La Dreta de l'Eixample,Piso
1020,"Ático en La Nova Esquerra de l'Eixample, Barcelona",6,336.0,,1890000,True,False,La Nova Esquerra de l'Eixample,Ático
1021,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",3,105.0,,795000,True,False,Diagonal Mar i el Front Marítim del Poblenou,Piso
1022,"Piso en El Putxet i el Farró, Barcelona",4,145.0,7.0,649000,True,True,El Putxet i el Farró,Piso
1023,"Piso en La Dreta de l'Eixample, Barcelona",4,240.0,,2550000,True,False,La Dreta de l'Eixample,Piso
1024,"Piso en Diagonal Mar i el Front Marítim del Poblenou, Barcelona",3,176.0,10.0,1522500,True,True,Diagonal Mar i el Front Marítim del Poblenou,Piso
1025,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",2,120.0,1.0,599000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1026,"Piso en calle de les Beates, Sant Pere - Santa Caterina i la Ribera, Barcelona",5,80.0,,299000,False,False,Sant Pere - Santa Caterina i la Ribera,Piso
1027,"Piso en El Poblenou, Barcelona",3,83.0,2.0,360000,True,True,El Poblenou,Piso
1028,"Piso en Sant Gervasi - Galvany, Barcelona",5,201.0,,1200000,True,False,Sant Gervasi - Galvany,Piso
1029,"Piso en Sant Gervasi - Galvany, Barcelona",5,224.0,,1030000,True,False,Sant Gervasi - Galvany,Piso
1030,"Piso en El Gòtic, Barcelona",2,122.0,,720000,True,False,El Gòtic,Piso
1031,"Chalet en calle d'En Fontrodona, s/n, El Poble Sec - Parc de Montjuïc, Barcelona",3,159.0,,450000,False,False,El Poble Sec - Parc de Montjuïc,Chalet
1032,"Piso en calle de Bac de Roda, Sant Martí de Provençals, Barcelona",3,96.0,6.0,200000,True,True,Sant Martí de Provençals,Piso
1033,"Piso en Mare de Déu dels Àngels, La Teixonera, Barcelona",3,90.0,,435000,True,False,La Teixonera,Piso
1034,"Piso en calle del Llobregós, s/n, El Carmel, Barcelona",3,87.0,,339000,True,False,El Carmel,Piso
1035,"Piso en calle de Parcerisa, s/n, La Bordeta, Barcelona",2,92.0,1.0,319000,True,True,La Bordeta,Piso
1036,"Piso en calle de Còrsega, s/n, La Sagrada Família, Barcelona",2,69.0,1.0,279500,True,True,La Sagrada Família,Piso
1037,"Piso en calle de Sant Quintí, 41, El Camp de l'Arpa del Clot, Barcelona",4,113.0,3.0,395000,True,True,El Camp de l'Arpa del Clot,Piso
1038,"Piso en paseo de Fabra i Puig, 193, Vilapicina i la Torre Llobeta, Barcelona",3,72.0,2.0,240000,True,True,Vilapicina i la Torre Llobeta,Piso
1039,"Piso en Passatge del Vapor Vell, Sants, Barcelona",3,123.0,,465000,False,False,Sants,Piso
1040,"Piso en calle de Valencia, L'Antiga Esquerra de l'Eixample, Barcelona",4,140.0,1.0,500000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1041,"Piso en calle de Besalú, El Camp de l'Arpa del Clot, Barcelona",4,170.0,1.0,453000,False,True,El Camp de l'Arpa del Clot,Piso
1042,"Ático en calle Mallorca, La Dreta de l'Eixample, Barcelona",1,150.0,8.0,850000,True,True,La Dreta de l'Eixample,Ático
1043,"Piso en calle de l'Arc del Teatre, s/n, El Raval, Barcelona",1,50.0,,185000,False,True,El Raval,Piso
1044,"Piso en calle de Laforja, Sant Gervasi - Galvany, Barcelona",2,65.0,2.0,380000,True,True,Sant Gervasi - Galvany,Piso
1045,"Piso en Gran Via de les Corts Catalanes, La Nova Esquerra de l'Eixample, Barcelona",4,158.0,4.0,555000,True,True,La Nova Esquerra de l'Eixample,Piso
1046,"Piso en bisbe laguarda, El Raval, Barcelona",3,62.0,2.0,205000,True,True,El Raval,Piso
1047,"Piso en La Nova Esquerra de l'Eixample, Barcelona",2,80.0,,489000,True,False,La Nova Esquerra de l'Eixample,Piso
1048,"Piso en GRAN VIA DE LES CORTS CATALANES, 423, La Nova Esquerra de l'Eixample, Barcelona",4,148.0,1.0,629000,True,True,La Nova Esquerra de l'Eixample,Piso
1049,"Chalet adosado en Vallvidrera - El Tibidabo i les Planes, Barcelona",3,116.0,,395000,False,False,Vallvidrera - El Tibidabo i les Planes,Chalet
1050,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",5,220.0,,625000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1051,"Piso en El Gòtic, Barcelona",4,156.0,2.0,630000,True,True,El Gòtic,Piso
1052,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",6,480.0,,1350000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1053,"Piso en El Camp de l'Arpa del Clot, Barcelona",3,68.0,,192000,True,True,El Camp de l'Arpa del Clot,Piso
1054,"Piso en calle de la Riereta, El Raval, Barcelona",1,60.0,1.0,339000,True,False,El Raval,Piso
1055,"Piso en paseo de Manuel Girona, Pedralbes, Barcelona",4,180.0,4.0,990000,True,True,Pedralbes,Piso
1056,"Piso en calle del Doctor Bové, El Carmel, Barcelona",3,98.0,2.0,409000,True,True,El Carmel,Piso
1057,"Piso en calle de Sol i Padrís, Sarrià, Barcelona",5,180.0,,990000,True,True,Sarrià,Piso
1058,"Piso en calle del Rosselló, La Nova Esquerra de l'Eixample, Barcelona",4,133.0,2.0,559000,True,True,La Nova Esquerra de l'Eixample,Piso
1059,"Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona",4,231.0,3.0,2750000,True,True,La Dreta de l'Eixample,Piso
1060,"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",4,145.0,4.0,760000,True,True,La Dreta de l'Eixample,Piso
1061,"Piso en calle Viladomat, La Nova Esquerra de l'Eixample, Barcelona",2,80.0,5.0,359000,True,True,La Nova Esquerra de l'Eixample,Piso
1062,"Dúplex en calle d'En Llàstics, Sant Pere - Santa Caterina i la Ribera, Barcelona",2,89.0,1.0,550000,True,True,Sant Pere - Santa Caterina i la Ribera,Dúplex
1063,"Chalet adosado en carretera del Prat, La Marina del Port, Barcelona",5,295.0,,1075000,False,False,La Marina del Port,Chalet
1064,"Ático en via Augusta, El Putxet i el Farró, Barcelona",3,114.0,8.0,500000,True,True,El Putxet i el Farró,Ático
1065,"Piso en paseo de Manuel Girona, Sarrià, Barcelona",5,217.0,4.0,1150000,True,True,Sarrià,Piso
1066,"Piso en camelias, El Baix Guinardó, Barcelona",4,110.0,1.0,300000,True,True,El Baix Guinardó,Piso
1067,"Piso en calle de la Portaferrissa, El Gòtic, Barcelona",4,172.0,2.0,1145000,True,True,El Gòtic,Piso
1068,"Piso en calle Bori i Fontestà, Sant Gervasi - Galvany, Barcelona",3,220.0,1.0,1100000,True,True,Sant Gervasi - Galvany,Piso
1069,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",3,83.0,,335000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1070,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",6,519.0,,1350000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1071,"Ático en La Sagrada Família, Barcelona",3,135.0,4.0,995000,True,True,La Sagrada Família,Ático
1072,"Piso en El Gòtic, Barcelona",3,86.0,2.0,359000,False,True,El Gòtic,Piso
1073,"Piso en El Clot, Barcelona",4,90.0,8.0,299000,True,False,El Clot,Piso
1074,"Piso en Sant Gervasi - Galvany, Barcelona",5,150.0,1.0,750000,True,True,Sant Gervasi - Galvany,Piso
1075,"Ático en La Nova Esquerra de l'Eixample, Barcelona",4,197.0,4.0,550000,True,True,La Nova Esquerra de l'Eixample,Ático
1076,"Ático en Sant Gervasi - Galvany, Barcelona",5,160.0,3.0,950000,True,True,Sant Gervasi - Galvany,Ático
1077,"Piso en calle de Toledo, La Bordeta, Barcelona",3,77.0,,185000,True,True,La Bordeta,Piso
1078,"Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona",1,42.0,4.0,260000,True,True,La Dreta de l'Eixample,Piso
1079,"Piso en avenida Diagonal, L'Antiga Esquerra de l'Eixample, Barcelona",4,125.0,3.0,689000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1080,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",4,140.0,11.0,750000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1081,"Piso en calle d'en Serra, El Gòtic, Barcelona",4,114.0,2.0,295000,False,True,El Gòtic,Piso
1082,"Piso en calle d'Emèrita Augusta, La Maternitat i Sant Ramon, Barcelona",4,72.0,3.0,275000,True,True,La Maternitat i Sant Ramon,Piso
1083,"Piso en calle de Praga, 18, El Baix Guinardó, Barcelona",3,85.0,,300000,True,False,El Baix Guinardó,Piso
1084,"Piso en calle de Badalona, Sants, Barcelona",3,84.0,2.0,245000,False,True,Sants,Piso
1085,"Piso en calle de Cartagena, 260, La Sagrada Família, Barcelona",4,101.0,1.0,390000,True,True,La Sagrada Família,Piso
1086,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",4,304.0,,675000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1087,"Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona",3,140.0,1.0,620000,True,True,La Dreta de l'Eixample,Piso
1088,"Piso en avenida de Josep Tarradellas, L'Antiga Esquerra de l'Eixample, Barcelona",2,84.0,1.0,630000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1089,"Piso en calle de Guillem Tell, 21, El Putxet i el Farró, Barcelona",3,95.0,2.0,359000,True,True,El Putxet i el Farró,Piso
1090,"Piso en Gran Vía de les Corts Catalanes, Provençals del Poblenou, Barcelona",3,73.0,8.0,229000,True,True,Provençals del Poblenou,Piso
1091,"Piso en Provençals del Poblenou, Barcelona",4,79.0,4.0,195000,True,True,Provençals del Poblenou,Piso
1092,"Piso en La Vila Olímpica del Poblenou, Barcelona",4,139.0,3.0,698000,True,True,La Vila Olímpica del Poblenou,Piso
1093,"Chalet pareado en La Font d'En Fargues, Barcelona",5,160.0,,595000,False,False,La Font d'En Fargues,Chalet
1094,"Piso en La Dreta de l'Eixample, Barcelona",2,142.0,,850000,True,False,La Dreta de l'Eixample,Piso
1095,"Piso en Sarrià, Barcelona",3,264.0,,2200000,True,False,Sarrià,Piso
1096,"Piso en calle de Ramon Turró, La Vila Olímpica del Poblenou, Barcelona",2,110.0,4.0,644000,True,True,La Vila Olímpica del Poblenou,Piso
1097,"Ático en calle del Capità Arenas, 25, Pedralbes, Barcelona",5,147.0,8.0,695000,True,True,Pedralbes,Ático
1098,"Piso en calle de los castillejos, La Sagrada Família, Barcelona",3,84.0,,299000,True,False,La Sagrada Família,Piso
1099,"Piso en CABALLERO, Les Corts, Barcelona",4,131.0,2.0,449000,True,True,Les Corts,Piso
1100,"Piso en GUITARD, Les Corts, Barcelona",4,131.0,2.0,449000,True,True,Les Corts,Piso
1101,"Piso en Gran Via de Carles III, La Maternitat i Sant Ramon, Barcelona",4,108.0,3.0,430000,True,True,La Maternitat i Sant Ramon,Piso
1102,"Piso en Gran Via de Carles III, La Maternitat i Sant Ramon, Barcelona",4,108.0,3.0,430000,True,True,La Maternitat i Sant Ramon,Piso
1103,"Estudio en Anna Maria Martinez, El Guinardó, Barcelona",48,,,85000,False,False,El Guinardó,Estudio
1104,"Piso en Almagro, Verdun, Barcelona",2,40.0,4.0,105000,False,True,Verdun,Piso
1105,"Piso en Conseil de cents, La Nova Esquerra de l'Eixample, Barcelona",2,70.0,1.0,445000,True,True,La Nova Esquerra de l'Eixample,Piso
1106,"Piso en calle de Bac de Roda, Sant Martí de Provençals, Barcelona",4,100.0,2.0,259000,True,True,Sant Martí de Provençals,Piso
1107,"Piso en Gran Via de les Corts Catalanes, La Nova Esquerra de l'Eixample, Barcelona",5,146.0,7.0,599850,True,True,La Nova Esquerra de l'Eixample,Piso
1108,"Piso en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona",5,146.0,7.0,599850,True,True,L'Antiga Esquerra de l'Eixample,Piso
1109,"Piso en Gran Via de les Corts Catalanes, Sant Antoni, Barcelona",5,146.0,7.0,599850,True,True,Sant Antoni,Piso
1110,"Piso en calle d'Aragó, La Nova Esquerra de l'Eixample, Barcelona",2,71.0,1.0,319000,True,True,La Nova Esquerra de l'Eixample,Piso
1111,"Piso en calle de la Diputació, L'Antiga Esquerra de l'Eixample, Barcelona",2,121.0,5.0,400000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1112,"Ático en calle dels Comtes de Bell-Lloc, 172, Les Corts, Barcelona",2,72.0,6.0,290000,True,True,Les Corts,Ático
1113,"Piso en calle Industria, La Sagrada Família, Barcelona",4,95.0,4.0,610000,True,True,La Sagrada Família,Piso
1114,"Piso en avenida de la Mare de Déu de Montserrat, El Guinardó, Barcelona",4,90.0,2.0,240000,True,True,El Guinardó,Piso
1115,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",4,97.0,1.0,399000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1116,"Piso en La Sagrada Família, Barcelona",2,71.0,1.0,255000,False,False,La Sagrada Família,Piso
1117,"Piso en Sant Antoni, Barcelona",3,89.0,1.0,399000,True,False,Sant Antoni,Piso
1118,"Piso en Sants, 196, Sants, Barcelona",3,70.0,2.0,175000,False,True,Sants,Piso
1119,"Piso en calle de Berenguer de Palou, s/n, Sant Andreu, Barcelona",3,62.0,4.0,198000,True,True,Sant Andreu,Piso
1120,"Piso en calle de la Diputació, s/n, El Fort Pienc, Barcelona",4,60.0,1.0,225000,True,False,El Fort Pienc,Piso
1121,"Piso en calle del Comte d'Urgell, 203, La Nova Esquerra de l'Eixample, Barcelona",3,82.0,1.0,359900,False,True,La Nova Esquerra de l'Eixample,Piso
1122,"Piso en calle de la Indústria, El Camp de l'Arpa del Clot, Barcelona",2,75.0,5.0,345000,False,False,El Camp de l'Arpa del Clot,Piso
1123,"Piso en ronda del General Mitre, 227, El Putxet i el Farró, Barcelona",3,148.0,2.0,635000,True,True,El Putxet i el Farró,Piso
1124,"Piso en paseo de Montjuïc, El Poble Sec - Parc de Montjuïc, Barcelona",3,117.0,4.0,420000,True,True,El Poble Sec - Parc de Montjuïc,Piso
1125,"Piso en El Poble Sec - Parc de Montjuïc, Barcelona",2,81.0,4.0,299000,True,True,El Poble Sec - Parc de Montjuïc,Piso
1126,"Casa o chalet independiente en El Putxet i el Farró, Barcelona",4,220.0,,890000,False,False,El Putxet i el Farró,Casa
1127,"Piso en calle de Narbona, El Besòs, Barcelona",3,67.0,1.0,110000,False,True,El Besòs,Piso
1128,"Piso en L'Antiga Esquerra de l'Eixample, Barcelona",4,163.0,,1125000,True,False,L'Antiga Esquerra de l'Eixample,Piso
1129,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",8,483.0,,2750000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1130,"Casa o chalet independiente en Vallvidrera - El Tibidabo i les Planes, Barcelona",6,380.0,,1850000,False,False,Vallvidrera - El Tibidabo i les Planes,Casa
1131,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",4,84.0,,299000,False,False,Sant Pere - Santa Caterina i la Ribera,Piso
1132,"Ático en calle de Provença, La Nova Esquerra de l'Eixample, Barcelona",4,82.0,7.0,310000,True,True,La Nova Esquerra de l'Eixample,Ático
1133,"Piso en calle Frederich Rahola, 43, La Font d'En Fargues, Barcelona",3,114.0,1.0,430000,True,True,La Font d'En Fargues,Piso
1134,"Piso en calle Frederich Rahola, 43, La Font d'En Fargues, Barcelona",3,116.0,1.0,399000,True,True,La Font d'En Fargues,Piso
1135,"Piso en calle Frederich Rahola, 43, La Font d'En Fargues, Barcelona",3,117.0,2.0,440000,True,True,La Font d'En Fargues,Piso
1136,"Piso en calle de Josep Pla, Provençals del Poblenou, Barcelona",4,79.0,4.0,195000,True,True,Provençals del Poblenou,Piso
1137,"Piso en calle d'Argullós, La Prosperitat, Barcelona",3,57.0,4.0,160000,False,True,La Prosperitat,Piso
1138,"Piso en calle del Pintor Tapiró, La Maternitat i Sant Ramon, Barcelona",4,125.0,1.0,549000,True,True,La Maternitat i Sant Ramon,Piso
1139,"Piso en calle de Londres, L'Antiga Esquerra de l'Eixample, Barcelona",4,95.0,2.0,390000,True,True,L'Antiga Esquerra de l'Eixample,Piso
1140,"Piso en calle de Concepción Arenal, El Congrés i els Indians, Barcelona",4,99.0,6.0,345000,True,True,El Congrés i els Indians,Piso
1141,"Piso en calle de Plutó, La Teixonera, Barcelona",3,61.0,2.0,125000,False,True,La Teixonera,Piso
1142,"Piso en calle de València, La Sagrada Família, Barcelona",3,110.0,,525000,True,True,La Sagrada Família,Piso
1143,"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",4,225.0,2.0,1975000,True,True,La Dreta de l'Eixample,Piso
1144,"Piso en travesía de Dalt, La Salut, Barcelona",4,122.0,5.0,595000,True,True,La Salut,Piso
